;0;1;2;3;4
30;Flowers for Algernon;Daniel Keyes;4,20;634,449;30,148
31;Harry Potter and the Sorcerer's Stone (Harry Potter, #1);J.K. Rowling;4,47;9,515,317;152,448
32;The Chain Between Worlds (The Lost Artefacts #1);Johnathon Nicolaou;4,57;1,036;52
33;The War of the Worlds;H.G. Wells;3,83;302,003;11,449
34;The Name of the Wind (The Kingkiller Chronicle, #1);Patrick Rothfuss;4,52;915,868;52,030
35;Ender's Shadow (The Shadow Series, #1);Orson Scott Card;4,31;169,145;5,716
36;Cat's Cradle;Kurt Vonnegut Jr.;4,16;391,217;14,433
37;Ready Player One (Ready Player One, #1);Ernest Cline;4,23;1,115,993;100,039
38;Childhood's End;Arthur C. Clarke;4,12;154,404;6,973
39;The Moon Is a Harsh Mistress;Robert A. Heinlein;4,16;127,446;4,744
40;The Forever War (The Forever War, #1);Joe Haldeman;4,14;162,265;7,150
41;A Canticle for Leibowitz (St. Leibowitz, #1);Walter M. Miller Jr.;3,98;106,668;6,025
42;Rendezvous with Rama (Rama, #1);Arthur C. Clarke;4,12;160,283;5,450
43;The Host (The Host, #1);Stephenie Meyer;3,86;987,111;43,383
44;The Time Traveler's Wife;Audrey Niffenegger;3,99;1,752,377;52,461
45;Old Man's War (Old Man's War, #1);John Scalzi;4,23;189,393;11,513
46;Dragonflight (Dragonriders of Pern, #1);Anne McCaffrey;4,09;134,996;4,071
47;The Hitchhiker's Guide to the Galaxy (The Hitchhiker's Guide to the Galaxy, #1);Douglas Adams;4,23;1,775,456;42,388
48;Ringworld (Ringworld, #1);Larry Niven;3,95;119,021;4,313
49;Contact;Carl Sagan;4,14;139,384;4,277
50;Twenty Thousand Leagues Under the Sea (Captain Nemo, #2);Jules Verne;3,89;245,353;9,615
51;The Dispossessed: An Ambiguous Utopia;Ursula K. Le Guin;4,24;117,920;8,967
52;Frankenstein: The 1818 Text;Mary Wollstonecraft Shelley;3,86;1,511,324;55,446
53;The Hobbit (The Lord of the Rings, #0);J.R.R. Tolkien;4,28;3,760,570;66,295
54;The Diamond Age: Or, a Young Lady's Illustrated Primer;Neal Stephenson;4,16;88,820;3,847
55;I Am Legend and Other Stories;Richard Matheson;4,00;128,947;5,538
56;World War Z: An Oral History of the Zombie War;Max Brooks;4,02;510,380;28,955
57;American Gods;Neil Gaiman;4,11;900,081;45,632
58;The Sparrow (The Sparrow, #1);Mary Doria Russell;4,13;73,309;8,676
59;The Man in the High Castle;Philip K. Dick;3,60;205,471;14,254
60;Ubik;Philip K. Dick;4,10;103,857;5,925
61;Never Let Me Go;Kazuo Ishiguro;3,84;652,956;48,377
62;Uglies (Uglies, #1);Scott Westerfeld;3,85;645,610;25,973
63;The Andromeda Strain (Andromeda, #1);Michael Crichton;3,91;250,437;5,507
64;The Mote in God's Eye (Moties, #1);Larry Niven;4,07;68,838;2,057
65;The Return of the King (The Lord of the Rings, #3);J.R.R. Tolkien;4,56;854,169;16,704
66;The Stars My Destination;Alfred Bester;4,07;49,821;3,425
67;The Martian;Andy Weir;4,41;1,068,366;84,746
68;Oryx and Crake (MaddAddam, #1);Margaret Atwood;4,01;259,395;16,104
69;The Two Towers (The Lord of the Rings, #2);J.R.R. Tolkien;4,48;917,910;17,670
70;Second Foundation (Foundation, #3);Isaac Asimov;4,27;177,982;4,035
71;Journey to the Center of the Earth;Jules Verne;3,86;192,014;8,032
72;Solaris;Stanisław Lem;3,99;100,549;6,333
73;Doomsday Book (Oxford Time Travel, #1);Connie Willis;4,03;58,138;6,414
74;The Day of the Triffids;John Wyndham;4,01;104,627;4,766
75;The Sirens of Titan;Kurt Vonnegut Jr.;4,15;136,245;6,375
76;Timeline;Michael Crichton;3,86;203,343;5,597
77;Red Mars (Mars Trilogy, #1);Kim Stanley Robinson;3,86;79,685;4,287
78;The Fall of Hyperion (Hyperion Cantos, #2);Dan Simmons;4,23;120,188;4,682
79;The Illustrated Man;Ray Bradbury;4,13;95,030;5,475
80;A Fire Upon the Deep (Zones of Thought, #1);Vernor Vinge;4,13;58,932;2,948
81;The Caves of Steel (Robot, #1);Isaac Asimov;4,19;96,394;3,718
82;Foundation and Empire (Foundation, #2);Isaac Asimov;4,22;196,631;4,886
83;The Invisible Man;H.G. Wells;3,64;186,004;8,970
84;Xenocide (Ender's Saga, #3);Orson Scott Card;3,81;154,595;4,320
85;A Game of Thrones;George R.R. Martin;4,44;2,399,728;61,761
86;The Lathe of Heaven;Ursula K. Le Guin;4,12;69,719;5,777
87;A Scanner Darkly;Philip K. Dick;4,02;99,577;4,006
88;The Player of Games (Culture, #2);Iain M. Banks;4,28;70,103;3,221
89;Anathem;Neal Stephenson;4,17;70,262;5,331
90;Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch;Terry Pratchett;4,25;704,910;37,256
91;To Say Nothing of the Dog (Oxford Time Travel, #2);Connie Willis;4,11;39,416;4,569
92;Flatland: A Romance of Many Dimensions;Edwin A. Abbott;3,81;67,759;5,380
93;Gateway (Heechee Saga, #1);Frederik Pohl;4,06;43,974;1,890
94;Altered Carbon (Takeshi Kovacs, #1);Richard K. Morgan;4,04;103,346;6,867
95;The Way of Kings (The Stormlight Archive, #1);Brandon Sanderson;4,65;449,734;31,698
96;Barrayar (Vorkosigan Saga, #7);Lois McMaster Bujold;4,29;28,317;1,237
97;Kindred;Octavia E. Butler;4,30;197,721;21,971
98;The Shadow of the Torturer (The Book of the New Sun, #1);Gene Wolfe;3,83;27,478;2,008
99;Space Trilogy: Out of the Silent Planet / Perelandra / That Hideous Strength;C.S. Lewis;4,17;10,668;523
100;A Storm of Swords (A Song of Ice and Fire, #3);George R.R. Martin;4,54;755,445;24,524
101;Sphere;Michael Crichton;3,82;181,801;4,207
102;Harry Potter and the Prisoner of Azkaban (Harry Potter, #3);J.K. Rowling;4,58;3,928,793;78,132
103;Lord of Light;Roger Zelazny;4,06;32,256;1,907
104;To Your Scattered Bodies Go (Riverworld, #1);Philip José Farmer;3,94;31,550;1,076
105;The Princess Bride;William Goldman;4,26;881,373;24,918
106;The Golden Compass (His Dark Materials, #1);Philip Pullman;4,02;1,484,841;27,032
107;Blindness;José Saramago;4,16;274,864;22,726
108;Neverwhere (London Below, #1);Neil Gaiman;4,17;511,868;28,206
109;Harry Potter and the Deathly Hallows (Harry Potter, #7);J.K. Rowling;4,62;3,547,446;81,510
110;Lucifer's Hammer;Larry Niven;4,00;43,265;1,594
111;Harry Potter and the Order of the Phoenix (Harry Potter, #5);J.K. Rowling;4,50;3,227,874;59,283
112;Startide Rising (The Uplift Saga, #2);David Brin;4,04;31,641;814
113;Mockingjay (The Hunger Games, #3);Suzanne Collins;4,08;3,031,572;120,372
114;The Final Empire (Mistborn, #1);Brandon Sanderson;4,47;621,500;46,423
115;Harry Potter and the Half-Blood Prince (Harry Potter, #6);J.K. Rowling;4,58;3,123,851;53,987
116;The Chronicles of Narnia (The Chronicles of Narnia, #1-7);C.S. Lewis;4,27;628,708;12,167
117;Alas, Babylon;Pat Frank;4,08;44,558;3,640
118;Dirk Gently's Holistic Detective Agency (Dirk Gently, #1);Douglas Adams;3,97;138,033;4,357
119;Lilith's Brood (Xenogenesis, #1-3);Octavia E. Butler;4,37;19,220;1,543
120;Harry Potter and the Goblet of Fire (Harry Potter, #4);J.K. Rowling;4,56;3,496,522;64,642
121;Watchmen;Alan Moore;4,38;544,809;16,827
122;Harry Potter and the Chamber of Secrets (Harry Potter, #2);J.K. Rowling;4,43;3,705,824;74,155
123;The Eye of the World (The Wheel of Time, #1);Robert Jordan;4,19;509,129;21,629
124;Snow Crash;Neal Stephenson;4,02;273,097;11,766
125;The Angel Experiment (Maximum Ride, #1);James Patterson;4,07;221,646;9,914
126;Perdido Street Station (New Crobuzon, #1);China Miéville;3,97;68,190;5,740
127;A Wizard of Earthsea (Earthsea Cycle, #1);Ursula K. Le Guin;4,01;302,682;14,571
128;Heir to the Empire (Star Wars: The Thrawn Trilogy, #1);Timothy Zahn;4,16;87,617;4,233
129;Grass (Arbai, #1);Sheri S. Tepper;4,03;12,223;786
130;The Wise Man's Fear (The Kingkiller Chronicle, #2);Patrick Rothfuss;4,55;532,483;26,382
131;A Clash of Kings  (A Song of Ice and Fire, #2);George R.R. Martin;4,41;906,647;27,025
132;The Demolished Man;Alfred Bester;3,98;31,319;1,580
133;Flow My Tears, the Policeman Said;Philip K. Dick;3,92;39,912;2,230
134;Consider Phlebas (Culture, #1);Iain M. Banks;3,86;88,143;4,735
135;Foundation's Edge (Foundation, #4);Isaac Asimov;4,17;86,156;2,033
136;The Road;Cormac McCarthy;3,98;864,987;56,038
137;V for Vendetta;Alan Moore;4,26;303,037;6,904
138;A Connecticut Yankee in King Arthur's Court;Mark Twain;3,77;102,034;3,788
139;Galápagos;Kurt Vonnegut Jr.;3,87;78,939;3,650
140;The Gods Themselves;Isaac Asimov;4,09;61,671;2,498
141;Time Enough for Love;Robert A. Heinlein;3,97;35,018;985
142;A Deepness in the Sky (Zones of Thought, #2);Vernor Vinge;4,31;32,398;1,218
143;Atlas Shrugged;Ayn Rand;3,69;383,925;19,661
144;Use of Weapons (Culture, #3);Iain M. Banks;4,17;46,325;2,155
145;Revelation Space (Revelation Space, #1);Alastair Reynolds;3,99;53,813;2,760
146;Crossroads and the Himalayan Crystals (Crossroads, #1);C. Toni Graham;4,33;11,858;52
147;The Lion, the Witch and the Wardrobe (Chronicles of Narnia, #1);C.S. Lewis;4,23;2,670,636;30,945
148;Roadside Picnic;Arkady Strugatsky;4,15;62,771;4,603
149;Foundation and Earth (Foundation, #5);Isaac Asimov;4,07;69,711;2,026
150;The Warrior's Apprentice (Vorkosigan Saga, #2);Lois McMaster Bujold;4,27;27,533;1,631
151;The Dragonriders of Pern (Dragonriders of Pern, #1-3);Anne McCaffrey;4,27;29,830;644
152;Pandora's Star (Commonwealth Saga, #1);Peter F. Hamilton;4,23;48,601;2,602
153;Breakfast of Champions;Kurt Vonnegut Jr.;4,07;253,995;9,208
154;Nightfall;Isaac Asimov;4,06;36,305;1,124
155;Cloud Atlas;David Mitchell;4,01;243,875;21,561
156;Parable of the Sower (Earthseed, #1);Octavia E. Butler;4,21;150,806;16,048
157;Planet of the Apes;Pierre Boulle;3,98;40,209;2,241
158;Divergent (Divergent, #1);Veronica Roth;4,15;3,790,459;118,199
159;We;Yevgeny Zamyatin;3,89;92,758;6,965
160;The City and the Stars;Arthur C. Clarke;4,08;32,930;1,388
161;The Postman;David Brin;3,89;34,958;1,617
162;Battlefield Earth: A Saga of the Year 3000;L. Ron Hubbard;3,54;22,837;1,462
163;Brave New World / Brave New World Revisited;Aldous Huxley;4,16;161,447;1,922
164;Wool Omnibus (Silo, #1);Hugh Howey;4,22;194,482;16,003
165;The Silmarillion;J.R.R. Tolkien;3,99;277,777;12,177
166;The Ship Who Sang (Brainship, #1);Anne McCaffrey;4,03;25,311;561
167;The Eyre Affair (Thursday Next, #1);Jasper Fforde;3,88;130,972;11,287
168;Wild Seed (Patternmaster, #1);Octavia E. Butler;4,21;32,501;2,892
169;Catching Fire (The Hunger Games, #2);Suzanne Collins;4,31;3,334,876;114,591
170;The Naked Sun (Robot, #2);Isaac Asimov;4,18;54,596;2,104
171;Have Space Suit—Will Travel;Robert A. Heinlein;3,92;29,768;1,096
172;Friday;Robert A. Heinlein;3,84;29,076;890
173;Assassin's Apprentice (Farseer Trilogy, #1);Robin Hobb;4,18;307,005;15,523
174;On Basilisk Station (Honor Harrington, #1);David Weber;4,13;45,773;2,217
175;The Lost World (Jurassic Park, #2);Michael Crichton;3,84;148,838;5,459
176;Endymion (Hyperion Cantos, #3);Dan Simmons;4,19;58,367;1,933
177;The Archon of Peace (Sovereign, #1);Juddy Anderson C. Punzalan;4,56;351;58
178;Red Rising (Red Rising Saga, #1);Pierce Brown;4,26;364,656;36,279
179;On the Beach;Nevil Shute;3,96;42,857;3,294
180;A Clockwork Orange;Anthony Burgess;4,00;692,908;19,391
181;Children of God (The Sparrow, #2);Mary Doria Russell;4,08;20,544;1,953
182;Cordelia's Honor (Vorkosigan Omnibus, #1);Lois McMaster Bujold;4,33;13,859;613
183;Way Station;Clifford D. Simak;4,04;26,556;1,636
184;"The Color of Magic (Discworld, #1; Rincewind, #1)";Terry Pratchett;4,00;375,020;13,212
185;The Windup Girl;Paolo Bacigalupi;3,75;73,865;6,966
186;The Reality Dysfunction (Night's Dawn, #1);Peter F. Hamilton;4,13;35,645;1,344
187;Leviathan Wakes (The Expanse, #1);James S.A. Corey;4,30;250,878;17,161
188;The Last Command (Star Wars: The Thrawn Trilogy, #3);Timothy Zahn;4,25;56,450;1,764
189;To Live and Die in Fantasyland (To Live, #3);Ben Peller;4,29;95;78
190;Earth Abides;George R. Stewart;3,95;29,033;2,426
191;The Uplift War (The Uplift Saga, #3);David Brin;4,07;26,375;461
192;A Civil Campaign (Vorkosigan Saga, #12);Lois McMaster Bujold;4,41;18,762;955
193;Armor;John Steakley;4,11;18,882;1,060
194;Jonathan Strange & Mr Norrell;Susanna Clarke;3,85;230,803;17,630
195;Shadow & Claw (The Book of the New Sun, #1-2);Gene Wolfe;4,03;19,017;1,381
196;Dragonquest (Dragonriders of Pern, #2);Anne McCaffrey;4,09;48,971;1,041
197;A Dance with Dragons (A Song of Ice and Fire, #5);George R.R. Martin;4,33;633,811;24,023
198;Prelude to Foundation;Isaac Asimov;4,15;84,592;2,376
199;The City of Ember (Book of Ember, #1);Jeanne DuPrau;3,89;275,391;12,715
200;Dragonsinger (Harper Hall, #2);Anne McCaffrey;4,29;45,334;1,026
201;The Robots of Dawn (Robot, #3);Isaac Asimov;4,18;47,724;1,818
202;VALIS;Philip K. Dick;3,92;29,008;1,992
203;A Swiftly Tilting Planet (Time Quintet, #3);Madeleine L'Engle;4,08;107,427;2,745
204;The Graveyard Book;Neil Gaiman;4,15;521,275;38,420
205;More Than Human;Theodore Sturgeon;3,94;17,880;1,066
206;Matching Configurations (Quantum Roots, #3);Kyle Keyes;4,30;7,519;35
207;The End of Eternity;Isaac Asimov;4,24;54,448;3,189
208;The White Dragon (Pern: Dragonriders of Pern, #3);Anne McCaffrey;4,19;46,578;1,003
209;Anthem;Ayn Rand;3,62;151,352;10,967
210;Dracula;Bram Stoker;4,01;1,205,679;41,334
211;Dhalgren;Samuel R. Delany;3,77;11,065;1,236
212;The Island of Dr. Moreau;H.G. Wells;3,73;116,546;6,209
213;J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings;J.R.R. Tolkien;4,61;129,669;2,179
214;The Door Into Summer;Robert A. Heinlein;4,02;25,828;1,350
215;Woman on the Edge of Time;Marge Piercy;3,93;16,565;1,276
216;The Puppet Masters;Robert A. Heinlein;3,89;32,441;788
217;Out of the Silent Planet (The Space Trilogy, #1);C.S. Lewis;3,92;90,865;5,515
218;City;Clifford D. Simak;4,08;16,909;1,145
219;Chorrier's Rise (Aaron, #0);Petros Asteriou Malousis;3,84;171;34
220;The Cat Who Walks Through Walls;Robert A. Heinlein;3,71;22,909;779
221;The Stainless Steel Rat (Stainless Steel Rat, #4);Harry Harrison;3,93;15,296;579
222;Replay;Ken Grimwood;4,15;37,379;4,142
223;Ilium (Ilium, #1);Dan Simmons;4,03;29,616;1,331
224;The Three Stigmata of Palmer Eldritch;Philip K. Dick;4,01;37,747;2,069
225;The Steward (Weald Fae Journals, #1);Christopher  Shields;3,94;572;91
226;The Gate to Women's Country;Sheri S. Tepper;4,06;13,285;898
227;A Princess of Mars (Barsoom, #1);Edgar Rice Burroughs;3,81;56,475;4,070
228;Footfall;Larry Niven;3,92;16,583;481
229;A Feast for Crows (A Song of Ice and Fire, #4);George R.R. Martin;4,16;709,990;23,742
230;Memory (Vorkosigan Saga, #10);Lois McMaster Bujold;4,43;18,239;903
231;Shards of Honour  (Vorkosigan Saga, #1);Lois McMaster Bujold;4,08;35,807;2,477
232;Citizen of the Galaxy;Robert A. Heinlein;4,00;16,707;729
233;The Lies of Locke Lamora (Gentleman Bastard, #1);Scott Lynch;4,30;282,840;19,582
234;The Little Prince;Antoine de Saint-Exupéry;4,32;1,986,485;62,817
235;Alice in Wonderland;Jane Carruth;4,03;387,228;5,502
236;Stardust;Neil Gaiman;4,10;435,954;24,399
237;Lord Valentine's Castle (Lord Valentine, #1);Robert Silverberg;3,89;9,404;417
238;Stand on Zanzibar;John Brunner;3,94;16,264;757
239;The Chrysalids;John Wyndham;3,93;53,823;3,132
240;Blindsight (Firefall, #1);Peter Watts;4,01;39,185;3,668
241;A Wind in the Door (Time Quintet, #2);Madeleine L'Engle;4,00;125,871;4,167
242;Perelandra (The Space Trilogy, #2);C.S. Lewis;3,99;51,031;3,338
243;Count Zero (Sprawl, #2);William Gibson;4,02;52,562;1,559
244;Watchers;Dean Koontz;4,18;162,030;4,856
245;Heretics of Dune (Dune, #5);Frank Herbert;3,87;76,231;2,332
246;Mirror Dance (Vorkosigan Saga, #8);Lois McMaster Bujold;4,31;21,660;812
247;Judas Unchained (Commonwealth Saga, #2);Peter F. Hamilton;4,30;36,685;1,445
248;Mona Lisa Overdrive (Sprawl, #3);William Gibson;4,01;42,651;1,172
249;Howl’s Moving Castle (Howl’s Moving Castle, #1);Diana Wynne Jones;4,29;322,978;26,698
250;Burning Chrome (Sprawl, #0);William Gibson;4,06;38,896;1,118
251;The Rise of Endymion (Hyperion Cantos, #4);Dan Simmons;4,17;54,484;2,142
252;Cetaganda (Vorkosigan Saga, #9);Lois McMaster Bujold;4,17;19,533;808
253;Double Star;Robert A. Heinlein;3,91;22,577;934
254;The Lightning Thief (Percy Jackson and the Olympians, #1);Rick Riordan;4,30;2,779,098;88,783
255;The Rowan (The Tower and the Hive, #1);Anne McCaffrey;4,05;17,228;504
256;Pastwatch: The Redemption of Christopher Columbus;Orson Scott Card;3,97;14,842;1,076
257;Green Mars (Mars Trilogy, #2);Kim Stanley Robinson;3,95;37,367;1,250
258;The Passage (The Passage, #1);Justin Cronin;4,04;207,504;20,713
259;Blood Music;Greg Bear;3,84;14,107;820
260;Watership Down (Watership Down, #1);Richard  Adams;4,08;471,992;16,780
261;The House of the Scorpion (Matteo Alacran, #1);Nancy Farmer;4,08;90,445;7,099
262;City of Golden Shadow (Otherland, #1);Tad Williams;3,92;27,256;1,051
263;The Vor Game (Vorkosigan Saga, #6);Lois McMaster Bujold;4,27;24,618;987
264;Dragonsong (Harper Hall, #1);Anne McCaffrey;4,25;54,554;1,730
265;The Three-Body Problem (Remembrance of Earth’s Past, #1);Liu Cixin;4,09;284,602;27,037
266;Something Wicked This Way Comes;Ray Bradbury;3,92;125,619;9,625
267;Nine Princes in Amber (The Chronicles of Amber, #1);Roger Zelazny;4,06;56,231;2,372
268;Dangerous Visions;Harlan Ellison;4,17;9,088;377
269;The Gunslinger (The Dark Tower, #1);Stephen King;3,93;591,787;23,674
270;The Cyberiad;Stanisław Lem;4,16;12,293;884
271;City of Bones (The Mortal Instruments, #1);Cassandra Clare;4,08;1,945,915;73,770
272;Cinder (The Lunar Chronicles, #1);Marissa Meyer;4,13;887,101;67,083
273;Eragon (The Inheritance Cycle, #1);Christopher Paolini;3,94;1,705,806;26,335
274;The Ocean at the End of the Lane;Neil Gaiman;4,02;593,348;57,318
275;Throne of Novoxos (Van Laven Chronicles, #1);Tyler Chase;3,62;2,408;128
276;2010: Odyssey Two;Arthur C. Clarke;3,94;56,222;1,468
277;Eon (The Way, #1);Greg Bear;3,88;28,242;906
278;Prey;Michael Crichton;3,78;174,492;4,120
279;Little Brother (Little Brother, #1);Cory Doctorow;3,93;50,496;5,836
280;Pretties (Uglies, #2);Scott Westerfeld;3,84;256,502;11,116
281;The Maze Runner (The Maze Runner, #1);James Dashner;4,05;1,443,073;63,500
282;Chasm City;Alastair Reynolds;4,13;24,401;1,036
283;Children of the Mind (Ender's Saga, #4);Orson Scott Card;3,77;106,175;2,707
284;Stories of Your Life and Others;Ted Chiang;4,26;97,307;11,699
285;Tunnel in the Sky;Robert A. Heinlein;3,95;13,203;590
286;Blue Mars (Mars Trilogy, #3);Kim Stanley Robinson;3,95;30,350;1,075
287;The Children of Men;P.D. James;3,67;46,606;3,748
288;Downbelow Station (The Company Wars, #1);C.J. Cherryh;3,90;15,254;778
289;The Subtle Knife (His Dark Materials, #2);Philip Pullman;4,15;425,813;12,472
290;Cryptonomicon (Crypto, #1);Neal Stephenson;4,24;110,252;5,923
291;Quicksilver (The Baroque Cycle, #1);Neal Stephenson;3,91;41,423;2,271
292;Dark Force Rising (Star Wars: The Thrawn Trilogy, #2);Timothy Zahn;4,18;63,045;1,747
293;Chapterhouse: Dune (Dune, #6);Frank Herbert;3,90;63,244;1,922
294;The Lost World (Professor Challenger, #1);Arthur Conan Doyle;3,93;65,409;2,979
295;Accelerando;Charles Stross;3,88;21,026;1,308
296;The Word for World Is Forest;Ursula K. Le Guin;4,03;29,013;2,794
297;Insurgent (Divergent, #2);Veronica Roth;3,98;1,444,742;62,519
298;The Da Vinci Code (Robert Langdon, #2);Dan Brown;3,91;2,285,725;53,525
299;Idoru (Bridge, #2);William Gibson;3,83;23,478;658
300;Beggars in Spain (Sleepless, #1);Nancy Kress;3,93;8,196;767
301;Excession (Culture, #5);Iain M. Banks;4,20;29,958;1,305
302;The Anubis Gates;Tim Powers;3,91;16,110;1,485
303;The Ghost Brigades (Old Man's War, #2);John Scalzi;4,11;81,438;3,912
304;The Snow Queen (The Snow Queen Cycle, #1);Joan D. Vinge;3,95;12,574;607
305;Foundation / Foundation and Empire / Second Foundation / The Stars, Like Dust / The Naked Sun / I, Robot;Isaac Asimov;4,40;5,135;110
306;Twilight (The Twilight Saga, #1);Stephenie Meyer;3,64;6,280,895;125,145
307;The Yiddish Policemen's Union;Michael Chabon;3,71;75,609;7,556
308;The Arbitrator;Max Nowaz;4,27;11,748;61
309;Outlander (Outlander, #1);Diana Gabaldon;4,26;1,010,822;52,696
310;The Once and Future King;T.H. White;4,07;106,503;4,708
311;The Difference Engine;William Gibson;3,46;21,664;1,231
312;The Wonderful Wizard of Oz (Oz, #1);L. Frank Baum;3,99;439,938;16,536
313;The Tombs of Atuan (Earthsea Cycle, #2);Ursula K. Le Guin;4,12;112,226;4,997
314;Y: The Last Man, Vol. 1: Unmanned;Brian K. Vaughan;4,08;114,504;3,338
315;Battle Royale;Koushun Takami;4,25;72,340;7,536
316;The Harper Hall of Pern (Pern: Harper Hall, #1-3);Anne McCaffrey;4,45;6,767;122
317;I Have No Mouth & I Must Scream;Harlan Ellison;3,89;33,094;2,876
318;Komarr (Vorkosigan Saga, #11);Lois McMaster Bujold;4,29;17,038;674
319;The Sandman, Vol. 1: Preludes & Nocturnes;Neil Gaiman;4,25;258,036;9,172
320;The Gap Into Conflict: The Real Story (The Gap Cycle #1);Stephen R. Donaldson;3,71;10,213;550
321;I Sing the Body Electric! & Other Stories;Ray Bradbury;4,05;12,232;459
322;The Wind-Up Bird Chronicle;Haruki Murakami;4,15;272,312;18,980
323;Methuselah's Children;Robert A. Heinlein;4,01;20,225;386
324;Sundiver (The Uplift Saga, #1);David Brin;3,69;26,061;847
325;Specials (Uglies, #3);Scott Westerfeld;3,76;186,757;8,512
326;Unwind (Unwind, #1);Neal Shusterman;4,17;222,166;21,468
327;Paradox Effect: Time Travel and Purified DNA Merge to Halt the Collapse of Human Existence;Gabriel F.W. Koch;4,33;11,260;58
328;The Scar (New Crobuzon, #2);China Miéville;4,18;31,634;2,017
329;The Year of the Flood (MaddAddam, #2);Margaret Atwood;4,06;122,023;8,502
330;Dawn (Xenogenesis, #1);Octavia E. Butler;4,15;47,425;4,921
331;Darwin's Radio (Darwin's Radio, #1);Greg Bear;3,72;15,510;893
332;Foreigner (Foreigner, #1);C.J. Cherryh;3,92;10,052;769
333;The Last Unicorn (The Last Unicorn, #1);Peter S. Beagle;4,18;115,817;6,662
334;His Majesty's Dragon (Temeraire, #1);Naomi Novik;4,06;95,879;8,228
335;Cyteen (Cyteen, #1-3);C.J. Cherryh;4,00;10,084;418
336;Bentwhistle the Dragon in a Threat from the Past;Paul Cude;4,07;388;110
337;The Metamorphosis;Franz Kafka;3,85;962,113;35,023
338;The League of Extraordinary Gentlemen, Vol. 1;Alan Moore;3,94;53,672;1,704
339;The Mists of Avalon (Avalon, #1);Marion Zimmer Bradley;4,13;203,975;7,427
340;The Mysterious Island (Captain Nemo, #3);Jules Verne;4,12;52,503;2,283
341;Brothers in Arms (Vorkosigan Saga, #5);Lois McMaster Bujold;4,19;17,661;689
342;Sabriel (Abhorsen,  #1);Garth Nix;4,16;204,169;9,409
343;The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy, #2);Douglas Adams;4,21;277,593;8,040
344;Magician (The Riftwar Saga, #1-2);Raymond E. Feist;4,31;66,113;1,870
345;Dragonsdawn (Pern, #9);Anne McCaffrey;4,22;39,127;749
346;The Magician's Nephew (Chronicles of Narnia, #6);C.S. Lewis;4,05;518,132;19,354
347;Invasion of the Body Snatchers;Jack Finney;3,90;21,977;1,308
348;Alice's Adventures in Wonderland / Through the Looking-Glass;Lewis Carroll;4,06;546,684;14,637
349;Flashforward;Robert J. Sawyer;3,64;15,703;1,543
350;The Illuminatus! Trilogy;Robert Shea;4,01;15,374;909
351;Songs of Distant Earth;Arthur C. Clarke;3,91;15,548;763
352;I Am Legend;Richard Matheson;4,06;126,605;8,384
353;Words of Radiance (The Stormlight Archive, #2);Brandon Sanderson;4,76;316,729;19,222
