;0;1;2;3;4
55;Ruin (The Faithful and the Fallen, #3);John Gwynne;4,48;19,279;1,796
56;Empress of a Thousand Skies (Empress of a Thousand Skies, #1);Rhoda Belleza;3,35;8,023;1,415
57;V-Wars Volume 1: Crimson Queen;Jonathan Maberry;3,73;348;70
58;The Women's War (Women's War, #1);Jenna Glass;3,89;2,188;492
59;The Girl the Sea Gave Back (Sky and Sea, #2);Adrienne Young;3,58;13,656;2,499
60;Cold Fire (Spiritwalker, #2);Kate Elliott;3,92;5,245;458
61;False Gods (The Horus Heresy, #2);Graham McNeill;4,11;16,746;779
62;Charlie and the Great Glass Elevator (Charlie Bucket, #2);Roald Dahl;3,68;107,914;3,680
63;Dragonseye (Pern, #13);Anne McCaffrey;4,04;13,837;272
64;Death and the Crone;Megan Mackie;4,14;71;40
65;Not a Drop to Drink (Not a Drop to Drink, #1);Mindy McGinnis;3,82;13,503;2,259
66;Necropolis (Power of Five, #4);Anthony Horowitz;4,13;12,476;440
67;Plague Arcanist (Frith Chronicles, #4);Shami Stovall;4,55;1,634;81
68;Dominion: An Anthology of Speculative Fiction from Africa and the African Diaspora;Zelda Knight;4,01;125;57
69;The Witch is Back (Wicked Witches of the Midwest, #17);Amanda M. Lee;4,55;2,937;145
70;Spin (Captain Chase, #2);Patricia Cornwell;3,73;4,110;387
71;Wolfsong (Green Creek, #1);T.J. Klune;4,33;56,330;11,346
72;The Liveship Traders Trilogy;Robin Hobb;4,56;4,944;150
73;The Gates (Samuel Johnson, #1);John Connolly;3,81;12,974;1,861
74;Chosen (The Warrior Chronicles, #1);K.F. Breene;4,10;19,883;1,165
75;The Poppy War (The Poppy War, #1);R.F. Kuang;4,17;209,779;34,501
76;Niourk;Stefan Wul;3,62;452;32
77;The Extractionist;Kimberly Unger;3,66;201;49
78;Soulbinder (Spellslinger, #4);Sebastien de Castell;4,24;5,563;497
79;Scenes from Quarantine (The Tarot Sequence, #2.5);K.D. Edwards;4,35;618;63
80;Pirate's Protector (Sentinels of Savannah #7);Lisa Kessler;4,05;82;54
81;Ka'Azula (Black Hole Radio, #3);Ann Birdgenaw;4,39;36;34
82;Children of the Flying City;Jason Sheehan;3,74;140;37
83;The High Auction (Wisdom Revolution, #1);Misba;4,60;6,184;923
84;Geometry for Ocelots;Exurb1a;4,43;1,231;147
85;The High Auction (Wisdom Revolution, #1);Misba;4,60;6,184;923
86;Junkyard War (Junkyard Cats, #3);Faith Hunter;4,38;1,051;107
87;A Ruin of Roses (Deliciously Dark Fairytales, #1);K.F. Breene;3,83;43,500;3,787
88;The Invisible Hour;Alice Hoffman;3,76;7,951;1,712
89;Sleep Writer (Sleep Writer Book 1);Keith  Robinson;4,20;266;38
90;Mother of Learning: ARC 4;Domagoj Kurmaić;4,65;1,777;105
91;Sunreach (Skyward, #2.1);Brandon Sanderson;4,18;17,534;1,613
92;Children of Morrow;Helen Mary Hoover;4,16;261;36
93;Intensity;Dean Koontz;4,04;82,776;4,015
94;Strength of Stones;Greg Bear;3,34;529;40
95;Convergent Series;Larry Niven;3,94;1,515;42
96;Forty Signs of Rain (Science in the Capital, #1);Kim Stanley Robinson;3,55;4,064;452
97;Declare;Tim Powers;4,02;5,387;501
98;The Hercules Text;Jack McDevitt;3,67;1,134;147
99;The Truce at Bakura;Kathy Tyers;3,44;12,862;419
100;Dust (Jacob's Ladder, #1);Elizabeth Bear;3,66;2,392;332
101;Marooned in Realtime (Across Realtime, #2);Vernor Vinge;4,10;5,464;239
102;Emergence;David R. Palmer;4,13;1,981;208
103;Absolute Boyfriend, Vol. 1;Yuu Watase;4,02;37,095;551
104;Doctor Who: The Forever Trap;Dan Abnett;4,07;812;91
105;Voyage dans la Lune;Cyrano de Bergerac;3,55;820;82
106;Dragon and Judge (Dragonback, #5);Timothy Zahn;4,15;1,215;40
107;Wanderlust (Sirantha Jax, #2);Ann Aguirre;3,88;6,572;504
108;Molly Fyde and the Fight for Peace (The Bern Saga, #4);Hugh Howey;4,02;3,047;131
109;Selling Out (Quantum Gravity, #2);Justina Robson;3,72;1,525;73
110;The Silver Hand (The Song of Albion, #2);Stephen R. Lawhead;4,24;7,135;219
111;Dragonforge (Dragon Age, #2);James Maxey;3,91;496;39
112;Dark Tide II: Ruin (Star Wars: The New Jedi Order, #3);Michael A. Stackpole;3,77;9,778;156
113;Inquest (Rogue Hunter #1);Kevis Hendrickson;3,58;141;66
114;The Hollow Man;Dan Simmons;3,47;3,357;243
115;Warm Worlds and Otherwise;James Tiptree Jr.;4,02;537;65
116;The Death of Hope (Star Wars: Jedi Apprentice, #15);Jude Watson;3,84;1,651;56
117;Balancer (Advent Mage Cycle, #4);Honor Raconteur;4,26;2,147;49
118;Le morte Darthur: Sir Thomas Malory's book of King Arthur and his noble knights of the Round table;Thomas Malory;3,92;36,993;1,128
119;Dancing Tides (Pelican Pointe, #3);Vickie McKeehan;4,26;997;67
120;By Light Alone;Adam Roberts;3,22;882;126
121;The Born Queen (Kingdoms of Thorn and Bone, #4);Greg Keyes;3,72;3,881;180
122;Survivor;Octavia E. Butler;3,80;1,224;158
123;Cutting for Stone;Abraham   Verghese;4,31;371,518;27,808
124;Селцето (Доктор Павлиш, #7);Kir Bulychev;4,39;1,250;89
125;Sasharia en Garde!;Sherwood Smith;3,60;1,095;119
126;Year Zero;Rob  Reid;3,61;13,304;1,832
127;Hospital Station (Sector General, #1);James                    White;4,01;2,140;151
128;Jamais avant le coucher du soleil;Johanna Sinisalo;3,53;5,121;547
129;Thuvia, Maid of Mars (Barsoom, #4);Edgar Rice Burroughs;3,76;9,151;367
130;The Dinosaur Planet Omnibus;Anne McCaffrey;3,99;1,049;52
131;The Aware (The Isles of Glory, #1);Glenda Larke;3,81;837;61
132;Mystic River;Dennis Lehane;4,17;142,123;4,683
133;Doctor Mars (Mindcop Dossiers, #1);T.A. Uner;3,89;111;70
134;Torrent (Condemned, #1);Gemma James;3,67;7,513;838
135;Tarnished Knight (The Lost Stars, #1);Jack Campbell;4,03;5,015;241
136;The Seneca Scourge;Carrie Rubin;4,05;150;58
137;Quarter Share (Golden Age of the Solar Clipper, #1);Nathan Lowell;4,17;9,116;817
138;Eirelan (Saga of the Latter-Day Celts #1);Liam O'Shiel;4,04;90;39
139;Talion: Revenant;Michael A. Stackpole;4,17;2,823;148
140;Last Call (Fault Lines, #1);Tim Powers;4,06;6,342;523
141;Deryni Rising (The Chronicles of the Deryni, #1);Katherine Kurtz;3,96;7,399;292
142;A Better World (Brilliance Saga, #2);Marcus Sakey;4,16;18,085;891
143;Inkheart / Inkspell / Inkdeath (The Inkheart Trilogy #1-3);Cornelia Funke;4,20;18,910;577
144;Infinite (Newsoul, #3);Jodi Meadows;4,03;4,802;561
145;The Fifty-Seven Lives of Alex Wayfare;M.G. Buehrlen;3,93;1,368;276
146;Fire Sea (The Death Gate Cycle, #3);Margaret Weis;4,08;18,918;282
147;Slated (Slated, #1);Teri Terry;4,07;30,836;3,155
148;The Steerswoman's Road;Rosemary Kirstein;4,27;504;80
149;The Winter King (Weathermages of Mystral, #1);C.L. Wilson;4,05;21,199;2,121
150;Breakout (Dred Chronicles, #3);Ann Aguirre;4,15;1,551;153
151;El valle de los caballos (Los Hijos de la Tierra, #2);Jean M. Auel;4,02;87,251;2,902
152;The Testing Guide (The Testing, #0.5);Joelle Charbonneau;3,56;1,843;220
153;Bridge of Birds (The Chronicles of Master Li and Number Ten Ox, #1);Barry Hughart;4,28;10,282;1,170
154;Cloak of the Light (Wars of the Realm, #1);Chuck Black;4,40;1,375;226
155;Akira, Vol. 5;Katsuhiro Otomo;4,49;10,845;269
156;Beggar Magic;H.L. Burke;4,30;171;69
157;The Buried Symbol (The Runes of Issalia, #1);Jeffrey L. Kohanek;4,01;1,197;154
158;Protected (Alien Mate Index, #2);Evangeline Anderson;4,11;1,995;202
159;The Encounter (Probed, #1);Alexis Adaire;3,31;654;59
160;Howl's Moving Castle Picture Book (Howl's Moving Castle Film Comics, #1);Hayao Miyazaki;4,43;3,057;178
161;The Outback Stars (The Outback Stars #1);Sandra McDonald;3,43;981;123
162;True Names;Vernor Vinge;3,90;535;74
163;Awake in the Night Land;John C. Wright;4,34;454;46
164;Genetic Imperfections;Steve Hadden;4,12;182;42
165;Slumbering (The Starlight Chronicles #1);C.S.  Johnson;3,64;319;75
166;Beren And Lúthien;J.R.R. Tolkien;4,03;16,684;1,753
167;Superluminal;Vonda N. McIntyre;3,74;341;43
168;How to Stop Time;Matt Haig;3,84;154,961;16,019
169;Karda;Sherrill Nilson;4,38;230;50
170;Como un guante de seda forjado en hierro;Daniel Clowes;4,06;7,951;448
171;A Place Called Freedom;Ken Follett;4,03;36,031;1,755
172;The Boy in the Striped Pajamas;John Boyne;4,15;779,730;35,458
173;The Rebel Mages (The Black Witch Chronicles #0.5 & 1.5);Laurie Forest;4,43;1,508;138
174;The Darkest Passion (Lords of the Underworld, #5);Gena Showalter;4,34;41,441;1,385
175;Wrath (The Faithful and the Fallen, #4);John Gwynne;4,51;17,416;1,866
176;The Perks of Being a Wallflower;Stephen Chbosky;4,23;1,710,119;85,347
177;Traitor Born (Secondborn, #2);Amy A. Bartol;4,32;8,719;704
178;Immortals' Requiem;Vincent Bobbe;4,26;211;71
179;The Mark of the Tala (The Twelve Kingdoms, #1);Jeffe Kennedy;3,75;3,591;382
180;The Skies of Pern (Pern, #15);Anne McCaffrey;4,10;15,240;272
181;The Awakening (The Dragon Heart Legacy, #1);Nora Roberts;4,22;51,324;4,838
182;Tower Lord (Raven's Shadow, #2);Anthony Ryan;4,17;46,864;2,058
183;The Woodsman (Enchanted Lovers, #1);Belle Scarlett;3,98;104;56
184;Evil Star (Power of Five, #2);Anthony Horowitz;3,98;18,122;604
185;The Gift of the Magpie (Meg Langslow Mysteries Book 28);Donna Andrews;4,12;2,176;291
186;Quantum (Captain Chase, #1);Patricia Cornwell;2,99;18,317;2,296
187;The House in the Cerulean Sea;T.J. Klune;4,42;528,752;86,800
188;The Magician's Apprentice (Black Magician, #0.5);Trudi Canavan;3,97;24,428;799
189;Stiletto (The Checquy Files, #2);Daniel O'Malley;4,14;20,272;2,250
190;The Apprentice Storyteller (Wishmaster #1);Astrid V.J.;4,37;107;73
191;The Emperor's Edge (The Emperor's Edge, #1);Lindsay Buroker;4,05;14,689;1,487
192;Ral's Woman (Zorn Warriors, #1);Laurann Dohner;3,80;13,663;643
193;The Poppy War (The Poppy War, #1);R.F. Kuang;4,17;209,779;34,501
194;The Star Annotated by H. G. Wells;H.G. Wells;3,65;1,206;156
195;The Vanishing Tower (The Elric Saga #4);Michael Moorcock;3,97;9,149;166
196;Saturnius Mons (Ruins of Empire, #1);Jeremy L.  Jones;3,88;41;31
197;Queenslayer (Spellslinger, #5);Sebastien de Castell;4,19;4,677;409
198;Inferno Squad (Star Wars: Battlefront, #2);Christie Golden;3,86;6,460;652
199;Scenes from the Holidays (The Tarot Sequence, #2.6);K.D. Edwards;4,37;482;58
200;The Liar's Crown (Dominions, #1);Abigail Owen;3,93;4,444;962
201;Tinkering with Love;Aliyah Burke;3,55;439;149
202;Perdido Street Station (New Crobuzon, #1);China Miéville;3,97;68,225;5,746
203;Dreamer (The Silent Empire, #1);Steven Harper;3,84;432;34
204;Veins of Gold;Charlie N. Holmberg;3,70;4,591;409
205;Catch Me If I Fall;Barry Jonsberg;3,81;461;72
206;Mother of Learning;Domagoj Kurmaić;4,68;1,385;62
207;ReDawn (Skyward, #2.2);Brandon Sanderson;4,20;14,556;1,310
208;The Mayflower Project (Remnants, #1);Katherine Applegate;3,69;1,463;118
209;Houston, Houston, Do You Read?;James Tiptree Jr.;4,00;1,172;139
210;Found (The Missing, #1);Margaret Peterson Haddix;3,98;39,760;4,034
211;The Excalibur Alternative (Earth Legions, #3);David Weber;3,99;3,471;73
212;Halo: First Strike;Eric S. Nylund;4,15;15,287;434
213;Alliance Space (Company Wars #2)(The Era of Rapprochement #2);C.J. Cherryh;4,29;554;38
214;Chasing the Moon;A. Lee Martinez;3,84;3,051;276
215;Dragon and Herdsman (Dragonback, #4);Timothy Zahn;4,12;1,317;42
216;Keeping It Real (Quantum Gravity, #1);Justina Robson;3,47;2,766;280
217;The Werewolf Principle;Clifford D. Simak;3,77;1,628;139
218;Beowulf's Children (Heorot, #2);Larry Niven;3,79;3,756;104
219;Man from Mundania (Xanth #12);Piers Anthony;3,73;10,157;103
220;The Ties That Bind (Star Wars: Jedi Apprentice, #14);Jude Watson;3,82;1,733;52
221;Redheart (Leland Dragon, #1);Jackie Gamber;3,74;136;45
222;At the Mouth of the River of Bees: Stories;Kij Johnson;4,06;2,417;406
223;Advent (Advent Mage Cycle #3);Honor Raconteur;4,25;2,340;43
224;Hidden Moon Bay (Pelican Pointe, #2);Vickie McKeehan;4,18;1,433;104
225;The True Game (Land of the True Game, #1-3);Sheri S. Tepper;4,21;1,354;75
226;The Tower (Sancti Trilogy, #3);Simon Toyne;4,07;3,542;294
227;Darkness Dawns (Immortal Guardians, #1);Dianne Duvall;3,99;14,432;1,177
228;A Book Dragon;Donn Kushner;4,05;284;50
229;The Escape of Princess Madeline  (Princess Madeline #1);Kirstin Pulioff;3,90;342;84
230;The Flight of the Eisenstein (The Horus Heresy, #4);James Swallow;4,05;12,264;492
231;Ivory (Birthright, #14);Mike Resnick;4,01;524;53
232;A Bridge of Years;Robert Charles Wilson;3,82;1,186;106
233;The Adjacent;Christopher Priest;3,47;1,417;215
234;The Revenge of the Rose (The Elric Saga, #9);Michael Moorcock;3,69;2,209;88
235;The Exodus Towers (Dire Earth Cycle, #2);Jason M. Hough;3,82;2,295;190
236;Flyte (Septimus Heap, #2);Angie Sage;4,01;71,546;1,851
237;Invitation to a Beheading;Vladimir Nabokov;3,92;16,761;1,188
238;The Leopard Stratagem (Leopard King Saga, #2);T.A. Uner;4,32;62;31
239;The Seeds of Earth (Humanity's Fire, #1);Michael Cobley;3,42;3,224;269
240;Extreme Measures (Aegis, #1);Elisabeth Naughton;3,96;1,809;140
241;Rise of a Merchant Prince (The Serpentwar Saga, #2);Raymond E. Feist;4,08;28,784;297
242;Darkhenge;Catherine Fisher;3,53;709;86
243;Desdaemona (Desdaemona,#1);Ben Macallan;3,58;337;60
244;Skinwalker (Jane Yellowrock, #1);Faith Hunter;3,93;37,821;2,274
245;Seeker's Mask (Kencyrath, #3);P.C. Hodgell;4,25;922;35
246;Sacred Fate (Chronicles of Ylandre, #1);Eressë;3,99;2,205;224
247;Bloody Bones (Anita Blake, Vampire Hunter, #5);Laurell K. Hamilton;4,11;73,781;1,421
248;Spook Squad (PsyCop, #7);Jordan Castillo Price;4,31;3,240;451
249;The Magic Toyshop;Angela Carter;3,81;11,610;1,127
250;Stitch (Gothika #1);Sue  Brown;3,99;309;93
251;Between Life and Death (Between Life and Death #3);Ann Christy;4,52;255;42
252;Horns;Joe Hill;3,93;111,927;9,326
253;Crown of Crystal Flame (Tairen Soul, #5);C.L. Wilson;4,38;9,384;606
254;The Kartoss Gambit (The Way of the Shaman #2);Vasily Mahanenko;4,27;7,004;250
255;Three (Legends of the Duskwalker, #1);Jay Posey;3,92;3,026;330
256;Taliesin (The Pendragon Cycle #1);Stephen R. Lawhead;4,00;16,739;756
257;Akira, Vol. 6;Katsuhiro Otomo;4,52;10,224;522
258;The Reader (Sea of Ink and Gold, #1);Traci Chee;3,79;11,877;2,323
259;Descended (Alien Mate Index, #3);Evangeline Anderson;4,20;1,611;163
260;Ex-Wives of Dracula;Georgette Kaplan;3,85;472;84
261;Nifft the Lean;Michael   Shea;3,99;709;64
262;City of Blades (The Divine Cities, #2);Robert Jackson Bennett;4,21;15,993;1,646
263;Agatha Heterodyne and the Clockwork Princess (Girl Genius, #5);Kaja Foglio;4,39;1,939;56
264;The Grace of Kings (The Dandelion Dynasty, #1);Ken Liu;3,77;18,861;2,980
265;Oath of Swords (War God, #1);David Weber;4,03;7,122;212
266;Harry Potter Boxed Set, Books 1-5 (Harry Potter, #1-5);J.K. Rowling;4,73;126,735;279
267;The Fall of Gondolin;J.R.R. Tolkien;4,07;12,105;1,237
268;Winter of the World (Century Trilogy #2);Ken Follett;4,37;155,494;8,948
269;Fever 1793;Laurie Halse Anderson;3,93;122,397;7,229
270;The Shadow Wand (The Black Witch Chronicles, #3);Laurie Forest;4,07;11,273;1,320
271;Kitty Takes a Holiday (Kitty Norville, #3);Carrie Vaughn;3,91;18,063;642
272;Aliens In My Garden;Jude Gwynaire;4,23;44;36
273;War Fever;J.G. Ballard;3,88;514;39
274;The Order: Book 1;A.C. Donaubauer;4,38;56;35
275;Here and Now and Then;Mike Chen;3,76;9,491;1,679
276;City of Lies (Poison Wars, #1);Sam Hawke;3,78;2,559;627
277;The Once and Future King;T.H. White;3,99;5,171;451
278;Herr aller Dinge;Andreas Eschbach;4,15;3,488;309
279;Sweep in Peace (Innkeeper Chronicles, #2);Ilona Andrews;4,32;36,029;2,643
280;Dark (The Dark Trilogy #1);Paul L. Arvidson;3,90;194;56
281;The High Auction (Wisdom Revolution, #1);Misba;4,60;6,184;923
282;Under Different Stars (Kricket, #1);Amy A. Bartol;4,20;19,592;1,920
283;Archangel (The Chronicles of Ubastis Book 1);Marguerite Reed;3,83;220;61
284;Gracie's Touch (Zion Warriors, #1);S.E. Smith;4,15;3,321;184
285;Reclaim the Stars;Zoraida Córdova;3,82;1,114;347
286;The Tethered Mage (Swords and Fire, #1);Melissa Caruso;3,80;6,319;968
287;The Outsider;H.P. Lovecraft;3,98;4,756;411
288;Crownbreaker (Spellslinger, #6);Sebastien de Castell;4,39;4,132;448
289;Neverwraith;Shakir Rashaan;3,51;69;55
290;Hearts Forged in Dragon Fire;Erica Hollis;3,87;97;68
291;Ka'Azula (Black Hole Radio, #3);Ann Birdgenaw;4,39;36;34
292;Roadside Picnic;Arkady Strugatsky;4,15;62,862;4,612
293;The Song of the Marked (Shadows and Crowns, #1);S.M. Gaither;4,00;12,292;1,272
294;The Stolen Throne (Dominion, #2);Abigail Owen;4,11;1,145;303
295;Evershore (Skyward, #3.1);Brandon Sanderson;4,41;11,937;1,059
296;Under My Roof;Nick Mamatas;3,54;150;34
297;The incredible tide;Alexander Key;3,27;916;202
298;Sarah (Women of Genesis, #1);Orson Scott Card;3,88;10,740;1,117
299;Exodus (Exodus, #1);Julie Bertagna;3,69;4,043;405
300;The Pathfinder (The Leatherstocking Tales, #3);James Fenimore Cooper;3,88;4,684;147
301;Star Trek II: The Wrath Of Khan;Vonda N. McIntyre;4,09;3,470;150
302;Ascending (League of Peoples, #5);James Alan Gardner;4,09;668;37
303;Among the Free (Shadow Children, #7);Margaret Peterson Haddix;4,13;17,046;870
304;Dragon and Slave (Dragonback, #3);Timothy Zahn;4,11;1,708;49
305;Thendara House (Darkover, #13);Marion Zimmer Bradley;3,98;2,892;86
306;Dark Tide I: Onslaught (Star Wars: The New Jedi Order, #2);Michael A. Stackpole;3,75;9,860;199
307;The Call to Vengeance (Star Wars: Jedi Apprentice, #16);Jude Watson;3,84;1,665;54
308;Fountain of Age: Stories;Nancy Kress;3,79;371;68
309;Magus (Advent Mage Cycle, #2);Honor Raconteur;4,22;2,523;56
310;The Bones of Others (Skye Cree, #1);Vickie McKeehan;4,01;1,479;164
311;Crossline;Russ Colchamiro;4,01;96;44
312;A Stranger in Olondria;Sofia Samatar;3,67;2,666;619
313;Patient Zero (Joe Ledger, #1);Jonathan Maberry;4,00;28,964;2,319
314;Wolf Fever (Alpha Project, #1);Milly Taiden;3,84;2,338;185
315;Many Waters (Time Quintet, #4);Madeleine L'Engle;3,96;46,875;1,926
316;Across a Star-Swept Sea (For Darkness Shows the Stars, #2);Diana Peterfreund;3,99;5,677;828
317;The Unit;Ninni Holmqvist;3,75;9,912;1,401
318;Blackbirds (Miriam Black, #1);Chuck Wendig;3,75;9,355;1,551
319;Heart of the Comet;David Brin;3,89;2,664;107
320;The Dreamthief's Daughter: A Tale of the Albino (Elric & Oona Von Bek, #1);Michael Moorcock;3,74;1,128;62
321;King's Dragon (Crown of Stars, #1);Kate Elliott;3,81;9,204;398
322;Necronomicon;H.R. Giger;4,16;3,499;45
323;The Plague Forge (Dire Earth Cycle, #3);Jason M. Hough;3,81;1,885;174
324;Dark Tidings (Ancient magic meets the Internet #1);Ken Magee;4,13;101;45
325;The Big Time;Fritz Leiber;3,22;3,899;427
326;Kyrathaba Rising;William Bryan Miller;4,19;69;47
327;Hidden Prey (Lawmen, #1);Cheyenne McCray;4,03;1,022;114
328;Prince of the Blood (Krondor's Sons, #1);Raymond E. Feist;4,01;25,093;357
329;Out of the Box Regifted (Out of the Box, #2);Jennifer Theriot;4,41;418;84
330;Dead Things (Eric Carter #1);Stephen Blackmoore;3,79;4,819;502
331;Boots for the Gentleman (Steamcraft & Sorcery, #1);Augusta Li;3,43;129;36
332;GhosTV (PsyCop, #6);Jordan Castillo Price;4,36;4,392;466
333;Opposition (Lux, #5);Jennifer L. Armentrout;4,34;82,578;7,527
334;Deep Blue Eternity;Natasha Boyd;4,05;2,335;319
335;Forever Between (Between Life and Death, #2);Ann Christy;4,43;263;36
336;Dogsbody;Diana Wynne Jones;4,09;6,978;661
337;The Sight (The Sight, #1);David Clement-Davies;4,13;13,381;812
338;Queen of Song and Souls (Tairen Soul, #4);C.L. Wilson;4,28;9,748;436
339;Caçadores de bruxas (Dragões de Éter, #1);Raphael Draccon;3,94;1,292;93
340;Another Fine Myth (Myth Adventures, #1);Robert Lynn Asprin;4,04;23,563;779
341;The Game of VORs;Andrew Orange;3,90;113;74
342;Merlin (The Pendragon Cycle, #2);Stephen R. Lawhead;4,09;10,210;323
343;The Worm Ouroboros;E.R. Eddison;3,70;4,709;528
344;The Last Wild;Piers Torday;3,90;3,532;447
345;The Thing;Alan Dean Foster;4,04;1,003;73
346;God Emperor of Didcot (Chronicles of Isambard Smith, #2);Toby Frost;3,96;568;50
347;Cast in Courtlight (Chronicles of Elantra, #2);Michelle Sagara;4,12;10,695;395
348;The Dragon Conspiracy (SPI Files, #2);Lisa Shearin;3,94;2,510;194
349;Die Wasserweber (Wellenläufer-Trilogie, #3);Kai Meyer;4,00;1,723;50
350;The Best of Fredric Brown;Fredric Brown;4,26;425;42
351;Harry Potter: Film Wizardry;Brian Sibley;4,51;60,842;599
352;El rostro ajeno;Kōbō Abe;3,75;4,433;363
353;The Yorkshire Shepherdess;Amanda  Owen;4,42;4,816;346
354;Shot to Pieces;Michael  O'Keefe;4,35;232;42
355;Shot Down: The True Story of Pilot Howard Snyder and the Crew of the B-17 Susan Ruth;Steve Snyder;4,21;8,901;129
356;To Kill a Mockingbird;Harper Lee;4,26;5,827,776;112,985
357;Soul of the World (The Ascension Cycle, #1);David Mealing;3,88;693;106
358;Empire of Storms (Throne of Glass, #5);Sarah J. Maas;4,59;476,068;38,866
359;Valentine Pontifex;Robert Silverberg;3,78;2,912;78
360;The Twisted Ones;T. Kingfisher;3,64;25,087;4,056
361;Murder of Crows (The Others, #2);Anne Bishop;4,27;43,095;3,232
362;The Sackett Brand (Sacketts Book 16);Louis L'Amour;4,23;5,523;233
363;Alien, Mine (Alien, Mine Series, #1);Sandra   Harris;3,76;1,379;89
364;Cold the Night, Fast the Wolves (Edge Worlds, #1);Meg  Long;3,88;1,874;725
365;The Playground;Ray Bradbury;3,68;1,653;166
366;Way of the Argosi (Spellslinger, #0.5);Sebastien de Castell;4,27;1,115;135
367;Thrawn: Alliances (Star Wars: Thrawn, #2);Timothy Zahn;3,95;26,280;2,148
368;Aurora's End (The Aurora Cycle, #3);Amie Kaufman;4,22;19,238;3,461
